Index,Title,Content
797,Cibecue (Arizona),Cibecue Ameriketako Estatu Batuetako erroldak esleitutako leku bat da Navajo konderrian dago Arizona estatuan 1331 biztanle ditu 15467988 kilometro koadroko azaleran banatuta  Ikus gainera  Navajo konderria  Kanpo estekak 
798,Pseudojuloides pyrius,Pseudojuloides pyrius Pseudojuloides generoko animalia da Arrainen barruko Labridae familian sailkatzen da  Banaketa   Erreferentziak   Ikus gainera  Pseudojuloides Labridae  Kanpo estekak  FishBaseorg
799,Kataluniako ikerketaren ataria,Kataluniako Ikerketarako Ataria Portal de la Recerca de Catalunya PRC Kataluniako Generalitateko Unibertsitate eta Ikerketa Idazkaritzaren ekimena da eta CSUCk sortu zuen Kataluniako unibertsitateetako eta parte hartzen duten ikerketazentroetako kideek osatutako lanbatzordearekin bateraPRCk Kataluniako unibertsitate eta ikerketazentroetan egindako ikerketaren emaitzak bildu eta espazio bakar batean zabaltzen ditu Tokiko eta nazioarteko komunitate zientifikoari eta enpresa eta erakunde finantzatzaileei zuzenduta PRCk sarbide irekia sustatzen du eta datuak berrerabiltzea errazten duten prestakuntza estandarretan oinarritzen da Ataria 2012ko amaieran hasi zen definitzen Kataluniako Unibertsitate Zerbitzuen Partzuergoaren koordinazioarekin eta sarbide mugatuko etapa baten ondoren 2016 urtean zabaldu zen publikoki  Jarduera  PRCren helburua da Katalunian nazioarteko komunitate zientifikoarentzat enpresentzat erakunde finantzatzaileentzat eta oro har publikoarentzat ikertzaileei argitalpenei taldeei eta ikerketaproiektuei dagokienez egiten den ikerketajarduera ikusi eta zabaltzea eta hala ekoizpen zientifikorako sarbide irekia erraztea Epe luzera halaber kudeaketaprozesuak sinplifikatzea eta ebaluazioprozesuei laguntzea du helburuKataluniako Ikerketa Ataria onuragarria izan nahi du Kataluniako sistemarentzat sistema osoaren potentzialtasuna ikusgarri eginez Bestalde unibertsitatesistemari dagokionez ikerketako datuen kudeaketa bateratuko dituzten prozesuak indartu beharko ditu Eta azkenik ikertzaileen lanerako sarbidea eta ikusgarritasuna handitzea Ataria unibertsitateek beren ikerketarako kudeaketasistemetan CRIS egindako lana aprobetxatzeko premisan oinarritzen da eta Atarirako lanek erakunde bakoitzaren barruko informazioaren kudeaketa hobetzea lortu nahi da Lan hori batera egiten da besteak beste honako hauen bidez datuak eskuratzeko akordioak prestakuntza estandarren CERIF eta elkarreragingarritasunprotokoloen bidez informazioa atzematea anbiguotasunak ekiditen dituzten identifikatzaile komunak erabiltzea adibidez ORCID ikertzaileentzat eta produkzio zientifikorako sarbide irekia eta erakundeen gordelekuak erabiltzea Tokiko eta nazioarteko jardunbide egokien adibideak eta kodeak jarraitzen ditu Atariak hala nola UPCko Ikertzaileen Ekoizpen Zientifikoaren Ataria FUTUR UPFren Ekoizpen Zientifikoaren Ataria Neerlandeko ataria NARCIS edo Danimarkako ikerketaren datubasea  Parte hartzen duten erakundeak  PRCk 18 erakunde partehartzaile ditu unibertsitate eta ikerketazentroen artean eta 10900 ikertzaileren datuak biltzen ditu  Unibertsitateak  Bartzelonako Unibertsitatea Bartzelonako Unibertsitate Autonomoa Kataluniako Unibertsitate Politeknikoa Pompeu Fabra Unibertsitatea Gironako Unibertsitatea Lleidako Unibertsitatea Rovira i Virgili Unibertsitatea Universitat Oberta de Catalunya Ramon Llull Unibertsitatea Viceko Unibertsitatea  Kataluniako Unibertsitate Zentrala Kataluniako Nazioarteko Unibertsitatea Abad Oliba Unibertsitatea CEU  Ikerketazentroak  Vall de Hebrón Nekazaritzako Elikagaien Ikerketa eta Teknologia Institutua Kataluniako Arkeologia Klasikoaren Institutua Kultura Ondarea Ikertzeko Kataluniako Institutua Fundazioa Kataluniako Paleontologia Institutua Miquel Crusafont Bartzelonako Medikuntza Birsortzailearen Zentroa  Ikus halaber  Inguma datubasea  Erreferentziak   Kanpo estekak  FUTUR UPCko Ikertzaileen Ekoizpen Zientifikoaren Ataria UPFren Ekoizpen Zientifikoaren Ataria NARCIS The gateway tono scholarly information in the Netherlands Danish National Research Database Artxibatua 20160926 
800,Mausoleum (filma),Mausoleum euskaraz Mausoleoa 1983ko Michael Duganek zuzendutako beldurrezko film bat da Bobbie Bresee Marjoe Gortner eta Norman Burton aktoreek antzeztu zutrn  Argumentua  Bere amaren heriotzaren ondoren Susan Walker Bobbie Bresee emakume gaztea portaera arraroa izaten hasiko da eta Oliver Marjoe Gortner senarrak emazteakizaera aldaketa izaten ari dela ohartuko da Laister Susan haten ama hil zuen deabruak bereganatu duela jabetuko da  Aktoreak  Bobbie Bresee Susan Walker Farrell Julie Christy Murray Susan gaztea Marjoe Gortner Oliver Farrell Norman Burton Simon Andrews doktorea Maurice Sherbanee Ben LaWanda Page Elsie Laura Hippe Izena Cora Nomed Sheri Mann Roni Logan doktorea Julie Christy Murray Susan gaztea  Kanpo estekak  IMDBko fitxa irakurgai Ingelesez
801,"Posey udalerria, Clay konderria (Indiana)",Posey udalerria Ameriketako Estatu Batuetako Indiana estatuko udalerri bat da Clay konderrian Azken zentsuaren arabera 4016 biztanle zituen 3575 milia karratu 926 km2 eremuan  Ekonomia  2020ko zentsuaren arabera Posey udalerriak 1592 etxebizitza zeuden Per capita dirusarrerak 31148 estatubatuar dolar ziren  Kanpo estekak 
802,Stevens konderria (Kansas),Stevens konderria ingelesez Stevens County Kansasko konderri bat da Ameriketako Estatu Batuetan Hiriburua Hugoton da 2010eko zentsuaren arabera 5724 biztanle zituen Stevens kilometro koadroko azaleran  Geografia  Stevens konderriak 188414 kilometro koadro ditu Horietatik 046 ura dira Beste 188368 lurra dira Biztanleria dentsitatea 304 da  Demografia  2010eko zentsoan bizi ziren 5724 pertsonetatik 5610 txuriak edo hispanoak dira Horietatik hispano edo latino kategorian 1866 dira 14 beltzak edo afroamerikarrak 37 amerikar natiboak ziren eta 0 Hawaii edo Pazifikoko irletako natiboak 15 asiarrak ziren Bestelako arraza bat kategorian 4 biztanle daude Bukatzeko euren burua arraza bat baino gehiagotan 44 pertsonek kokatzen zuten  Biztanleria piramidea   Kanpo estekak 
803,"Steubenville udalerria, Jefferson konderria (Ohio)",Steubenville udalerria Ameriketako Estatu Batuetako Ohio estatuko udalerri bat da Jefferson konderrian Azken zentsuaren arabera 4117 biztanle zituen 78 milia karratu 20 km2 eremuan  Ekonomia  2020ko zentsuaren arabera Steubenville udalerriak 1758 etxebizitza zeuden Per capita dirusarrerak 26042 estatubatuar dolar ziren  Kanpo estekak 
804,Izhevsk,Izhevsk errusieraz Ижевск udmurteraz Иж edo Ижкар Errusiako hiria da Udmurtiako Errepublikako hiriburua Izh ibaiaren ertzean dago Ural mendien mendebaldean 19851987 bitartean hiriaren izena Ustinov izan zen 19761984 urteetan Sobietar Batasuneko kanpoarazoetarako ministroa izan zen Dmitri Ustinoven omenez Hala ere Mikhail Gorbatxov gobernuan egon zenean berriki agintari izandakoen omenez ipinitako hirien izenak aldatu egin zituen lehenagoko toponimoak berreskuratuz  Historia  Izhevsk 1760ko apirilaren 10ean sortu zuten burdinola baten inguruko kokalekutzat Burdinolak eta hiria Piotr Ivanovitx Xuvalov kondeak eraiki zituen Hala ere hil zenean zorrak utzi zituelako ondarea Erresumarena izatera iritsi zen Izh ibaian presako lanak egin zituzten inguru hartan 1763 urtean amaituz  Ekonomia  Izhevsk Udmurtiako Errepublikako ekonomiagune garrantzitsuena da hirian dagoelako finantza eta industriajarduera gehiena Industria militarra da indarrik handiena duena eta hainbat enpresa daude hirian horretan dihardutenak Enpresarik ezagunena Izhmax da Errusian bertan eta kanpoan oso ospetsuak diren arma arinak eta erasofusilak ekoizten dituzte besteak beste gainera IZH markako motozikletak eta automobilak ere ekoizten dituzte Beraz Izhevskek herrialdeko gune industrial eta militar garrantzitsua izaten jarraitzen du eta Errusiako armategia esaten diote bai Izhevsk bai Tula hiriei Besteak beste hiria famatua da Mikhail Kalaxnikovek bertan asmatu zuelako AK47 asaltofusil ospetsua Kalaxnikov izenez ere ezaguna  Klima  Izhevsken klima kontinental hezea daukate neguak luzeak izaten dira eta udak epelak  Erreferentziak   Kanpo estekak 
805,Koken Kato,Koken Kato japonieraz 加藤 弘堅 1989ko apirilaren 3a   Japoniako futbolaria da Hainbat futbol taldetan jokatu du esaterako Kyoto Sanga FC eta Giravanz Kitakyushu  Kanpo estekak  Japonieraz JLeague Data Site
806,Wolnei Caio,Wolnei Caio 1968ko abuztuaren 10a   Brasilgo futbolari ohia da Hainbat futbol taldetan jokatu du esaterako Kashiwa Reysol  Kanpo loturak  Japonieraz JLeague Data Site
807,Ichthyophis bombayensis,Ichthyophis bombayensis Ichthyophis generoko animalia da Anfibioen barruko Ichthyophiidae familian sailkatuta dago Gymnophiona ordenan  Erreferentziak   Ikus gainera  Ichthyophiidae  Kanpo estekak 
808,Bizantziar artea,Bizantziar artea Bizantziar Inperioan garatu zen artea eta era zabalago batean inperio honen oinordekoena Horrela eta nahiz eta inperioa Erromaren gainbeherarekin hasi eta Konstantinoplaren hartzearekin 1453an amaitu Europa Ekialdeko estatu ortodoxoek eta hein batean Mediterraneo ekialdeko estatu musulmanek inperioaren kultura eta artea gorde zuten mendeetan zehar  Artea eta arkitektura  Bizantziar arkitekturako arlo jorratuena erlijiozkoa zen hau da elizak eta monasterioak Bizantziar elizen barruko mosaikoak eta pinturak ez ziren ez apaingarri hutsak ez helburu didaktiko hutsez eginak ere Dekorazioak jainkoaren erreinuaren distira adierazi behar zuen batetik eta liturgia ospatzeko giro egokia eskaini bestetik Dekorazioak aparteko garrantzia zuen bizantziar arkitekturan barrualdeak sortzeko asmatua baitzen Mosaikoez margoez eta gur egiteko gauzez betea zegoen barrualdea eliztarren arreta haietara erakartzeko Bizantziar mosaikoetan eta pinturetan arketipoen arabera irudikatu zen gizakia Proportzioak eta formak aldez aurretik erabakitzen ziren arau finko batzuen arabera Mosaikoak eta ikonoak egiteko prozedurak batetik eta erabili beharreko kanonek bestetik zehaztasunez definitzen zuten margolanaren nolakotasuna eta baziren gainera pintoreentzako gida bereziak Gorputzak bederatzi bururen altuera izan behar zuen eta hirurena gorputz enborrak Aurpegiak hiretan zatitua egon behar zuen eta sudurraren luzera hartzen zen banakotzat Irudiak beraz erabateko perfektutasuna adierazi behar zuen Oso margo distiratsuak erabili ziren Mosaikoen koloreek ez dute errealitatea erakutsi nahi begiralea hunkitu baizik Ez dago itzalik eta argiitzalak arropa zimurren efektua egiteko eta gorputzei bolumena emateko erabiltzen dira baina ez dute argiaren norabide bakarraren logika betetzen Hondo urrezkoek irudiaren eta arkitekturaren arteko muga markatzen dute eta argitasun gutxi dagoenean irudia nabarmentzen dute Elizako ikonografia Pantokratorraren edo Ama Birjinaren inguruan antolatzen zen Kupulan edo absidearen sakongunean irudikatzen ziren hauek absidean Pantokratorraren aldamenean aingeruak edo profetak irudikatzen ziren eta erdiko kupulako petxinetan berriz lau ebanjelariak Erlijio gaiak ez ezik gai profanoak ere irudikatu ziren San Vitaleko mosaikoetan adibidez Gai horiek eta orobat landare edo lerro hutsezko dekorazio geometrikoa ikonoklasten aroan zabaldu ziren batez ere  Mosaikoa  Mosaiko bizantziarra mosaiko erromatarraren bilakaeraren ondorio da Erromatarrek hasieran zoruak apaintzeko erabili zituzten mosaikoak eta gero I mendetik aurrera baita hormak apaintzeko ere Bizantziarrek ere hormak eta zoruak biak apaindu zituzten mosaikoz baina bigarrenetatik apenas gorde den aztarnarik Gorde diren horien artean aipagarrienak Konstantinoplako Jauregi Handikoak dira  geometria eta ehiza eta mitologia gaiak irudikatzen dituzte eta Afrika Erromatarrean IV mendean egin ziren mosaikoen antzekoak dira Hormetako mosaiko bizantziarra originala izan zen gaietan nahiz koloreak eta formak tratatzeko moduan Hala ere ez estiloan ez gaietan ere ez zen aldaketa handirik izan mendeetan zehar X mendea baino lehenago egindakoetatik ez dira asko gorde Horien artean aipagarrienak Ravennako San Vitalekoak dira Hagia Sofiakoak eta Veneziako San Marko basilikakoak X mendeaz gerokoak dira Siziliako eliza batzuetakoak bezala Paleologoen dinastia bitartean 1261 1453 mosaikoen arteak halako berpizte bat izan zuen Konstantinopla eta Tesalonikako elizetan eta Athos mendiko Bulgaria eta Serbiako monasterioetan Gai gehiago landu ziren irudiak adierazkorragoak bilakatu ziren eta elementuez inguratu ziren paisaia baten barruan irudikatutako eszena bat bezala itxuratuz mosaikoa  Freskoak  Arrazoi ekonomikoak zirela medio freskoek mosaikoen lekua hartu zuten pixkanapixkana Mosaikoak garestiak ziren eta denbora asko behar zen haiek egiteko Freskoak berriz azkarrago egiten ziren eta eremu handi eta zabalagoak hartzen zituzten Hasieran sinbolo hutsez egin ziren mosaikoak bezala haina hormak zabalera handiagoa hartu ahala gertaerak kontatzeko erabili ziren Pintura eskola desberdinak izan ziren zein bere estiloarekin  Ikonoak  Ikonoa euskarri eramangarrian egindako erlijio pintura da Bizantzioko artearen ezaugarri berezia dira eta pintura helenistikoan eta erromatarrean eta Egipto greziarren eta erromatarren mende egon zen garaiko momien erretratuetan ditu erroak Ikonoak igeltsuzko geruza mehe batez eta batzuetan lihozko oihal batez estalitako zurezko oholetan eginak daude Marrazkia zizel txiki batez egiten da eta tenpera edo argizarizko margo opakoez estaltzen da gero Ikono batzuek urrezko zilarrezko eta esmaltezko apaingarriak zituzten Ikonoen estiloaren bilakaera horma margoenarena parekoa izan zen baina horietan ez bezala ikonoetan gai bakarra landu zen  Kristoren irudia eta Ama Birjina Haurrarekin Gur egiteko objektuak zirenez arau zorrotzak bete behar zituzten formaz Ikonoak beraz ez dira egilearen asmamen artistikoa agerrarazten duten objektuak eskulangintzako piezak baizik trebetasun handiz eginak Ikonoen pintura erlijio ortodoxoarekin batera zabaldu zen Balkanetan eta Errusian Azken herrialde horretan bizibizirik iraun zuen ikonoak egiteko antzeak baita Bizantzioko inperioa desagertu ondoren ere  Eztabaida ikonoklasta  726an Leon IIIa enperadoreak erlijio irudien gurtza debekatu zuen eta irudi guztiak suntsitzeko agindu Ediktu harekin hasi zen aro ikonoklasta erlijio irudien aurkakoen eta aldekoen artean Eztabaida gogorra izan zen mende luze iraun zuen eta elkarren aurkako bi taldetan banarazi zuen gizartea Batetik ikonoklastak zeuden alegia nobleak eta goi mailako elizgizonak enperadorearen gidaritzapean  Bibliaren erlijio irudien debekuaren interpretazio hertsia egiten zuten horrek guztiak idolatria ekarriko zuelakoan Ikur abstraktuetara eta animalia eta landare formetara murriztu nahi zuten erlijio artea Haien aurkariak berriz fraideen gidaritzapean zeuden eta erlijio irudien aldekoak zirren Indar handia izan zuten inperioaren sartaldean eta hori zelaeta enperadorean ediktuak apenas izan zuen eraginik han Liskar hura teologia eztabaidak gorabehera enperadorearen eta Elizaren arteko borrokaren isla zen aginpidea nork bereganatuko Liskarrak azkenean eliza bereiztea eragin zuenerreferentzia behar  sartaldeko eliza edo erromatarra batetik eta sortaldekoa edo ortodoxoa bestetik Konstantino Va enperadorean garaian bere gorenean zegoen liskarra Era guztietako erlijio irudiak suntsitu ziren ikonoak erre igeltsuz estali ziren mosaikoak hormetako freskoak suntsitu eta Kristoren irudien ordez loreenak edo enperadoreenak jarri ziren leku askotan Liskarra inperio osora hedatu izan balitz desagertu egingo zen bizantziar artea baina batetik inperioaren sartaldean irudiak osorik iraun izanak eta bestetik ikonoklastek borroka galtzeak 843an berehala suspertu zuten erlijiozko dekorazio artea  Erreferentziak   Bibliografia  Alloa Emmanuel 2013 Visual Studies in Byzantium Journal of Visual Culture 12 1 329 doi1011771470412912468704 S2CID 191395643 Beckwith John 1979 Early Christian and Byzantine Art 2nd ed Penguin History of Art ISBN 9780140560336 Cormack Robin 2000 Byzantine Art Oxford Oxford University Press ISBN 9780192842114 Cormack Robin 1985 Writing in Gold Byzantine Society and its Icons London George Philip ISBN 9780540010851 Eastmond Antony 2013 The Glory of Byzantium and Early Christendom London Phaidon Press ISBN 9780714848105 Evans Helen C ed 2004 Byzantium Faith and Power 12611557 Metropolitan Museum of ArtYale University Press ISBN 9781588391148 Evans Helen C  Wixom William D 1997 The Glory of Byzantium Art and Culture of the Middle Byzantine Era AD 8431261 New York The Metropolitan Museum of Art OCLC 853250638 Hurst Ellen 8 August 2014 A Beginners Guide to Byzantine Art Smarthistory Retrieved 20 April 2016 James Elizabeth 2007 Art and Text in Byzantine Culture 1 ed Cambridge Cambridge University Press ISBN 9780521834094 Karahan Anne 2015 Patristics and Byzantine MetaImages Molding Belief in the Divine from Written to Painted Theology In Harrison Carol BittonAshkelony Brouria De Bruyn Théodore eds Patristic Studies in the TwentyFirst Century Turnhout Brepols Publishers pp 551576 ISBN 9782503559193 Karahan Anne 2010 Byzantine Holy Images  Transcendence and Immanence The Theological Background of the Iconography and Aesthetics of the Chora Church Orientalia Lovaniensia Analecta No 176 LeuvenParisWalpole MA Peeters Publishers ISBN 9789042920804 Karahan Anne 2016 Byzantine Visual Culture Conditions of Right Belief and some Platonic Outlooks Numen International Review for the History of Religions Leiden Koninklijke Brill NV 63 23 210244 doi1011631568527612341421 ISSN 00295973 Karahan Anne 2014 Byzantine Iconoclasm Ideology and Quest for Power In Kolrud K Prusac M eds Iconoclasm from Antiquity to Modernity Farnham Surrey Ashgate Publishing Ltd pp 7594 ISBN 9781409470335 Karahan Anne 2015 Chapter 10 The Impact of Cappadocian Theology on Byzantine Aesthetics Gregory of Nazianzus on the Unity and Singularity of Christ In Dumitraşcu N ed The Ecumenical Legacy of the Cappadocians New York NY Palgrave Macmillan pp 159184 ISBN 9781137513946 Karahan Anne 2012 Beauty in the Eyes of God Byzantine Aesthetics and Basil of Caesarea Byzantion Revue Internationale des Études Byzantines 82 165212 eISSN 22946209 ISSN 03782506Karahan Anne 2013 The Image of God in Byzantine Cappadocia and the Issue of Supreme Transcendence Studia Patristica 59 97111 ISBN 9789042929920 Karahan Anne 2010 The Issue of περιχώρησις in Byzantine Holy Images Studia Patristica 44 2734 ISBN 9789042923706 Gerstel Sharon E J Lauffenburger Julie A eds 2001 A Lost Art Rediscovered Pennsylvania State University ISBN 9780271021393 Mango Cyril ed 1972 The Art of the Byzantine Empire 3121453 Sources and Documents Englewood Cliffs Obolensky Dimitri 1974 1971 The Byzantine Commonwealth Eastern Europe 5001453 London Cardinal ISBN 9780351176449 httpwwwbiblionetgrbook178713Ανδρέου_ΕυάγγελοςΓεώργιος_Μάρκου_ο_ΑργείοςWeitzmann Kurt ed 1979 Age of Spirituality Late Antique and Early Christian Art Third to Seventh Century New York The Metropolitan Museum of Art  Ikus gainera  Bizantziar arkitektura Arte paleokristaua  Kanpo estekak 
809,Halichoeres melasmapomus,Halichoeres melasmapomus Halichoeres generoko animalia da Arrainen barruko Labridae familian sailkatzen da  Banaketa   Erreferentziak   Ikus gainera  Halichoeres Labridae  Kanpo estekak  FishBaseorg
810,Jose Agustin Alberdi,Jose Agustin Alberdi Astarloa Iurreta Bizkaia 1922ko abuztuaren 2a  Iurreta Bizkaia 2014ko abenduaren 15a bertsolari bizkaitarra izan zen  Biografia  1922ko abuztuaren 2an Iurretako Ertzilurruti baserrian sortu zen Jose Agustin Alberdi Astarloa Txo Ama Mallabiako zuen eta Mañariara ezkondu zen Lehen ikasketak Iurretako eskolan egin zituen 1948an ezkondu eta 3 semealaba izan zituen Iurretan ta Mañarian bizi ondoren Durangora joan zen Ogibidez tuerkagintzan ibili zen 41 urtez Fabrikaren porrotaren ondoren Kurutziaga Ikastolan zaintzaile izan zen jubilatu arte Martxoaren 19an egin zuen aurreneko bertsolari gisa lehen aldiz agertu zen plaza batean 36ko gerra osteko urte batean Eibarren txapelketa bat zegoen eta Felix Bikandirekin joan zen bertara parte hartzeko Gaijartzaileak Basarri eta Uztapide ziren eta irabazlea Joxe Lizaso izan zen Bizkaiko Bertsolari Txapelketan zazpi aldiz egon zen eta lehenengo lauetan 1958an 1959an 1960ean eta 1961ean finalista izan zen Balendin Enbeita txapelduna izan zen 1958an Juan Ormaetxe Taket Asentsio Bidaurrazaga Eusebio Zubiaga Pedro Kastrejana eta Florentzio Zarragari aurre hartuta eta Jose Agustin Alberdi Txo ere garaituta 1959an finalista izan zen berriz Txo lehenago Urkiolako kanporaketan irabazi ondoren baina final hartan Balendin Enbeita izan zen berriz garailea Hurrengo bi urteotan Juan Mugartegi eta Jon Azpillaga gailendu ziren 1962 1964 eta 1966ko txapelketetan ere ibili zen baina Jon Lopategi izan zen Bizkaiko Bertsolari Txapelketako garailea Bizkaiko Bertsolari Txapelketez gain Inazio Eizmendi Basarrirekin bi aldiz abestu zuen Iurretako plazan 1949an eta 1951n 1990ko Bertsolari Egunean Basilio Pujanarekin batera omendu zuten Donostiako Victoria Eugenia antzokian egindako ekitaldian Omenaldiaren aurretik liburu bat argitaratu zuen Bertsolari Eguna 1990 Bertsozale Elkartea 1989  Erreferentziak 
811,Aeluroglena cucullata,Aeluroglena cucullata Aeluroglena generoko animalia da Narrastien barruko Colubridae familian sailkatuta dago  Erreferentziak   Ikus gainera  Aeluroglena Colubridae  Kanpo estekak  TIGR Reptile Database in Species 2000 and ITIS Catalogue of Life 2011 Annual Checklist
